frame,d,s,s_gaze,s_dist,s_loc
95,6.164387271106714,0.40613636363636363,0.4822727272727273,1.0,0.33
96,6.397325551061914,0.41527272727272735,0.5005454545454546,1.0,0.33
97,5.9732475076921725,0.4183181818181818,0.5066363636363637,1.0,0.33
98,5.9761180056809176,0.4183181818181818,0.5066363636363637,1.0,0.33
99,6.102078899621374,0.4305,0.531,1.0,0.33
100,5.5904854856571315,0.41527272727272735,0.5005454545454546,1.0,0.33
101,5.305275010537627,0.42745454545454553,0.524909090909091,1.0,0.33
102,5.7315006537117785,0.43354545454545457,0.5370909090909091,1.0,0.33
103,5.961086923224979,0.40613636363636363,0.4822727272727273,1.0,0.33
104,4.914652491069206,0.41527272727272735,0.5005454545454546,1.0,0.33
105,5.0530891188331255,0.4091818181818182,0.48836363636363644,1.0,0.33
106,5.404790306490234,0.41527272727272735,0.5005454545454546,1.0,0.33
107,5.774378868678804,0.4183181818181818,0.5066363636363637,1.0,0.33
108,5.896386322788602,0.4000454545454546,0.4700909090909091,1.0,0.33
109,5.749190453026345,0.38481818181818184,0.4396363636363637,1.0,0.33
110,5.830223928134053,0.3665454545454546,0.40309090909090917,1.0,0.33
111,5.629573723210733,0.34218181818181825,0.35436363636363644,1.0,0.33
112,5.419921956850509,0.33304545454545453,0.3360909090909091,1.0,0.33
113,5.874519520949913,0.3391363636363637,0.3482727272727273,1.0,0.33
114,5.924598326185709,0.35131818181818186,0.37263636363636365,1.0,0.33
115,5.226766025380606,0.36350000000000005,0.397,1.0,0.33
116,4.089377363545805,0.4000454545454546,0.4700909090909091,1.0,0.33
117,4.949752319440061,0.40309090909090917,0.47618181818181826,1.0,0.33
118,4.84074193283906,0.38481818181818184,0.4396363636363637,1.0,0.33
119,4.844558153868563,0.3787272727272728,0.42745454545454553,1.0,0.33
120,4.981117430401236,0.38481818181818184,0.4396363636363637,1.0,0.33
121,4.711452483156276,0.397,0.4640000000000001,1.0,0.33
122,4.5769855074020045,0.38177272727272726,0.43354545454545457,1.0,0.33
123,4.782489076178449,0.397,0.4640000000000001,1.0,0.33
124,5.070057273995957,0.38177272727272726,0.43354545454545457,1.0,0.33
125,4.792534087071451,0.37568181818181823,0.4213636363636364,1.0,0.33
126,5.25718614869788,0.37568181818181823,0.4213636363636364,1.0,0.33
127,5.279617133032471,0.40309090909090917,0.47618181818181826,1.0,0.33
128,4.882495726872704,0.39395454545454545,0.45790909090909093,1.0,0.33
129,4.674020093318125,0.4122272727272728,0.4944545454545455,1.0,0.33
130,4.854688518707297,0.4183181818181818,0.5066363636363637,1.0,0.33
131,4.671616684193264,0.390909090909091,0.4518181818181819,1.0,0.33
132,5.2485244237222295,0.5858181818181818,0.8416363636363636,1.0,0.33
133,6.009051180272762,0.6497727272727273,0.9695454545454546,1.0,0.33
134,6.119017414578714,0.6436818181818182,0.9573636363636364,1.0,0.33
135,6.037679518974315,0.6589090909090909,0.9878181818181818,1.0,0.33
136,2.217514653591489,0.18648858132891516,0.9695454545454546,0.28700586143659557,0.33
137,5.500482267795959,0.6162727272727273,0.9025454545454545,1.0,0.33
138,4.545822478076916,0.5127272727272728,0.6954545454545455,1.0,0.33
139,5.093485237088946,0.42440909090909096,0.5188181818181818,1.0,0.33
140,5.2094377073934846,0.390909090909091,0.4518181818181819,1.0,0.33
141,5.191448149172384,0.3695909090909091,0.4091818181818182,1.0,0.33
142,5.3729255583433355,0.36045454545454547,0.390909090909091,1.0,0.33
143,5.599690075657415,0.3574090909090909,0.38481818181818184,1.0,0.33
144,5.5848597953112336,0.5919090909090909,0.8538181818181818,1.0,0.33
145,5.50175762509132,0.44572727272727275,0.5614545454545454,1.0,0.33
146,4.7484283045403055,0.4000454545454546,0.4700909090909091,1.0,0.33
147,5.11029644383879,0.6254090909090909,0.9208181818181819,1.0,0.33
148,5.14570144342438,0.48836363636363644,0.6467272727272728,1.0,0.33
149,4.937539218285965,0.43659090909090914,0.5431818181818182,1.0,0.33
150,5.006697644843481,0.37568181818181823,0.4213636363636364,1.0,0.33
151,5.032095380949888,0.36350000000000005,0.397,1.0,0.33
152,5.153414225320266,0.3787272727272728,0.42745454545454553,1.0,0.33
153,5.428763423639936,0.40309090909090917,0.47618181818181826,1.0,0.33
154,5.63723077730077,0.38481818181818184,0.4396363636363637,1.0,0.33
155,5.542439102776185,0.5705909090909091,0.8111818181818182,1.0,0.33
156,5.340815675475394,0.45790909090909093,0.5858181818181818,1.0,0.33
157,4.936491145348954,0.40309090909090917,0.47618181818181826,1.0,0.33
158,4.665136324354423,0.40309090909090917,0.47618181818181826,1.0,0.33
159,4.738925820763534,0.4122272727272728,0.4944545454545455,1.0,0.33
160,5.011839079327206,0.397,0.4640000000000001,1.0,0.33
161,4.652025288746113,0.4122272727272728,0.4944545454545455,1.0,0.33
162,4.9862734060889675,0.40613636363636363,0.4822727272727273,1.0,0.33
163,5.042997124036883,0.42440909090909096,0.5188181818181818,1.0,0.33
164,4.960276659662086,0.4305,0.531,1.0,0.33
165,4.85385665733326,0.42440909090909096,0.5188181818181818,1.0,0.33
166,4.659896363341257,0.390909090909091,0.4518181818181819,1.0,0.33
167,4.859370954113544,0.4000454545454546,0.4700909090909091,1.0,0.33
168,4.322643909107918,0.390909090909091,0.4518181818181819,1.0,0.33
169,4.478401151900013,0.33,0.33,1.0,0.33
170,4.391759233287137,0.33,0.33,1.0,0.33
171,4.799780664899539,0.33,0.33,1.0,0.33
172,4.471389220744504,0.33,0.33,1.0,0.33
173,4.627402494482432,0.33,0.33,1.0,0.33
174,4.504255123792726,0.33,0.33,1.0,0.33
175,5.029544411460925,0.33,0.33,1.0,0.33
176,4.848113955023643,0.5858181818181818,0.8416363636363636,1.0,0.33
177,4.395226048282213,0.5858181818181818,0.8416363636363636,1.0,0.33
178,4.273918830360526,0.5858181818181818,0.8416363636363636,1.0,0.33
179,4.56311544421301,0.5858181818181818,0.8416363636363636,1.0,0.33
180,4.455164655998459,0.5858181818181818,0.8416363636363636,1.0,0.33
181,4.500268806610535,0.5858181818181818,0.8416363636363636,1.0,0.33
182,0.4022399646363908,0.0,0.8416363636363636,0.0,0.33
183,0.34581498944574274,0.0,0.8416363636363636,0.0,0.33
184,0.2932751244804884,0.0,0.8416363636363636,0.0,0.33
185,0.2473633272875666,0.0,0.8416363636363636,0.0,0.33
186,0.2501473071586808,0.0,0.8416363636363636,0.0,0.33
187,0.22405475314805573,0.0,0.8416363636363636,0.0,0.33
188,0.23173561964489697,0.0,0.8416363636363636,0.0,0.33
189,0.1817435991096708,0.0,0.8416363636363636,0.0,0.33
190,0.3301047873659435,0.0,0.8416363636363636,0.0,0.33
191,0.36778710282108085,0.0,0.8416363636363636,0.0,0.33
192,0.4916359597572873,0.0,0.8416363636363636,0.0,0.33
193,0.6122429168402291,0.0,0.8416363636363636,0.0,0.33
194,0.8287327408294596,0.0,0.8416363636363636,0.0,0.33
195,1.0426130172852885,0.0,0.8416363636363636,0.0,0.33
196,1.2397707448111435,0.0,0.8416363636363636,0.0,0.33
197,1.4890257973858634,0.0,0.8416363636363636,0.0,0.33
198,1.7167059302083498,0.05078010960954932,0.8416363636363636,0.08668237208333993,0.33
199,3.2040287741010074,0.39930041528388693,0.8416363636363636,0.681611509640403,0.33
200,1.2114995787360612,0.0,0.8416363636363636,0.0,0.33
